TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_8,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,TS_F_MDS_8_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_7,SWC_F_MDS_8,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,SWC_F_MDS_7_QC,SWC_F_MDS_8_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200901,12.406,0.989919,236.319,154.922,0.990591,278.814,0.977151,10.2,0.989919,89.046,0.979167,0.467,1.0,2.337,0.979167,0.32999453811369506,0.9643817204301076,31.68519855745329,0.9590053763440859,318.42274779392767,0.9643817204301076,38.215146983204136,0.9643817204301076,27.644014861366365,0.9590053763440859,371.00545058139534,0.9643817204301076,391.438,0.989247,11.861,11.66,12.195,12.842,12.808,13.506,14.866,14.951,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.351,7.794,10.134,6.303,6.574,5.606,5.585,5.164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.46451,1.0,14.5014,0.989247,16.2601,0.24823,30.1263,0.989247,33.7799,0.575937,0.215695,0.953629,0.0065951,0.220132,0.238631,0.261726,0.974462,0.965726,0.981183,0.141236,0.140259,0.143513,0.150703,-0.0878291,-0.108686,-0.10129,-0.0804497,0.582732,0.132477,0.245967,0.590922,0.000547082,0.000521452,0.0189864,0.0350742,-9999,-9999
200902,13.279,1.0,291.755,207.017,1.0,288.276,0.0446429,12.635,1.0,88.899,0.999256,0.78,1.0,2.72,0.999256,0.3764067502532928,0.9992559523809524,62.59918607522796,0.9985119047619048,404.0737434824595,0.9992559523809524,49.58291570098784,0.9992559523809524,-9999,-9999,-9999,-9999,391.277,1.0,14.048,13.811,14.137,14.321,14.08,14.36,15.146,15.077,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.751,7.06,9.493,7.174,7.475,5.678,5.636,5.169,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.736371,1.0,18.1152,1.0,18.5883,0.308427,49.9998,1.0,51.3056,0.726556,0.290612,0.982887,0.00736838,0.189069,0.266547,0.333969,0.997024,0.988839,0.964286,0.428081,0.332263,0.426294,0.478448,0.160481,0.142334,0.147075,0.157206,0.234832,0.235912,0.252423,0.326943,0.0874665,0.0890668,0.0935617,0.111635,-9999,-9999
200903,15.935,1.0,362.473,253.427,1.0,293.271,0.446909,15.734,1.0,88.662,1.0,0.09,1.0,2.903,1.0,0.38986297043010754,1.0,95.7130529589372,0.9663978494623656,493.9839114919355,1.0,57.57443044354839,1.0,-9999,-9999,-9999,-9999,389.053,0.999328,19.843,19.767,19.673,19.335,18.905,18.558,18.192,18.036,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.555,3.312,6.413,7.555,7.94,5.768,5.669,5.171,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.99883,1.0,11.0187,0.997984,11.3064,0.211271,78.9884,1.0,81.0514,0.717066,0.210503,0.942204,0.00665698,0.124565,0.164343,0.240297,0.995968,0.983871,0.927419,0.436791,0.348106,0.424479,0.463686,0.248747,0.219495,0.23307,0.242683,0.262556,0.280009,0.30098,0.32857,0.160112,0.162876,0.180774,0.221363,-9999,-9999
200904,18.284,1.0,425.782,315.378,0.997222,301.076,0.998611,19.041,1.0,88.608,0.998611,0.356,1.0,3.512,0.998611,0.4099654166666667,0.9986111111111112,142.8309065025252,0.9972222222222221,618.744312638889,0.9972222222222221,67.87053123553241,0.51875,50.018644583333334,0.9979166666666667,424.01383838383833,0.9972222222222221,387.675,0.999306,24.254,24.202,23.601,22.786,22.311,21.705,20.882,20.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.789,2.437,5.059,6.235,6.681,5.7,5.603,5.157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.81247,1.0,11.5421,0.996528,13.58,0.246807,104.787,0.997222,123.288,0.734814,0.238886,0.949306,0.00757686,0.144903,0.206881,0.287915,0.990972,0.959028,0.8875,0.528645,0.462621,0.524714,0.560952,0.310228,0.275947,0.310228,0.317718,0.403031,0.396906,0.444687,0.500776,0.25412,0.25412,0.259554,0.267312,-9999,-9999
200905,24.905,1.0,465.803,315.707,1.0,347.058,1.0,26.906,1.0,88.619,0.999328,0.647,1.0,2.651,0.999328,0.30790173444291924,0.9993279569892474,148.75959541580875,0.9993279569892474,608.5531856640358,0.9993279569892474,-9999,-9999,48.651560126401286,0.9993279569892474,463.4445149851292,0.9993279569892474,384.973,1.0,30.275,30.162,29.429,28.217,27.619,26.64,25.134,25.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.35,2.995,4.859,5.84,6.355,5.551,5.509,5.055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.309,1.0,20.7001,1.0,24.7237,0.315796,98.829,1.0,118.039,0.641389,0.237512,0.97043,0.00878032,0.202706,0.215037,0.337651,1.0,0.977151,0.893145,0.57207,0.559551,0.571964,0.628142,0.366937,0.309742,0.349622,0.360605,0.675584,0.680179,0.701113,0.734622,0.448003,0.438624,0.459817,0.473189,-9999,-9999
200906,26.175,1.0,480.907,317.487,1.0,361.462,1.0,28.002,1.0,88.571,1.0,0.262,1.0,2.901,0.979167,0.34505112003366994,0.9791666666666667,153.1822638888889,1.0,614.5037036111112,1.0,-9999,-9999,49.26002152777777,1.0,475.21576388888883,1.0,388.01,0.999306,32.516,32.532,31.672,30.523,30.037,29.089,27.578,27.82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.235,1.831,4.514,5.796,6.287,5.522,5.477,5.012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.19302,1.0,13.5955,0.997917,15.8351,0.325332,111.611,0.999306,129.998,0.691947,0.345353,0.880556,0.00950667,0.185645,0.29618,0.345353,0.945833,0.915278,0.880556,0.504962,0.460004,0.510403,0.52489,0.201335,0.172462,0.207105,0.281092,0.513444,0.479244,0.518255,0.566716,0.404133,0.384611,0.404133,0.4894,-9999,-9999
200907,28.652,1.0,472.601,281.153,1.0,401.283,1.0,24.863,1.0,88.882,0.997984,2.892,1.0,2.29,0.997984,0.2865712992831541,0.9979838709677419,160.15680295698925,0.9979838709677419,550.9223378225805,0.9979838709677419,-9999,-9999,40.52701451612902,0.9979838709677419,480.2646953405017,0.9979838709677419,386.873,0.998656,30.735,30.761,30.848,30.553,30.162,29.647,28.725,28.943,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.448,6.491,8.308,7.559,7.5,5.569,5.496,5.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.9339,1.0,66.1502,0.997312,79.0725,0.891284,64.6287,1.0,77.2539,0.793795,0.577592,0.902554,0.0206384,0.215371,0.458787,0.796953,0.99328,0.928091,0.887097,2.19385,2.0789,2.12948,2.17021,1.73506,1.32861,1.69879,1.84499,2.43338,2.39111,2.45848,2.68088,1.9862,2.00548,2.0408,2.09032,-9999,-9999
200908,28.616,1.0,440.668,285.367,1.0,387.932,1.0,28.597,1.0,88.881,1.0,0.877,1.0,2.341,1.0,0.2994155241935484,1.0,145.6974260752688,1.0,554.6353914650538,1.0,-9999,-9999,42.48556048387096,1.0,483.89294354838717,1.0,376.529,0.997312,32.422,32.48,32.454,31.98,31.474,30.867,29.813,30.012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.965,3.613,5.421,6.036,6.439,5.593,5.513,5.026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.61103,1.0,34.4738,0.992608,40.3252,0.595852,85.6084,0.998656,100.139,0.731864,0.682607,0.840054,0.0133605,0.451398,0.619422,0.71304,0.978495,0.833333,0.858871,1.02968,0.99158,1.00525,1.03397,0.326015,0.346683,0.398748,0.545463,1.0254,1.02502,1.06885,1.17262,0.62956,0.603673,0.624042,0.675383,-9999,-9999
200909,26.124,1.0,386.725,254.256,1.0,367.98,1.0,23.834,1.0,88.835,1.0,0.753,1.0,2.569,1.0,0.308285,1.0,118.50699375,1.0,491.1842559027778,1.0,-9999,-9999,37.397965972222224,1.0,464.97625,1.0,381.72,1.0,29.784,29.772,29.871,29.805,29.421,29.188,28.772,28.994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.007,3.536,5.75,5.933,6.365,5.553,5.489,5.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.76191,1.0,23.825,1.0,28.0441,0.50911,74.1356,1.0,87.2641,0.704003,0.202426,0.944444,0.00999915,0.218301,0.230931,0.243303,1.0,0.969444,0.961111,0.544706,0.551899,0.566986,0.588159,0.311729,0.314804,0.342097,0.36188,0.784744,0.603617,0.698913,0.740228,0.480722,0.383438,0.445082,0.464859,-9999,-9999
200910,19.415,0.988575,317.617,214.302,0.989247,321.387,0.988575,17.665,0.988575,88.59,0.966398,0.033,1.0,2.862,0.978495,0.3341251285460994,0.9670698924731183,79.8970110076832,0.9670698924731183,431.88658618055547,0.9670698924731183,-9999,-9999,36.39670992907802,0.9670698924731183,423.0486510047282,0.9670698924731183,378.687,0.987903,24.622,24.969,25.521,26.371,26.299,26.67,27.022,27.216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.524,2.039,4.342,5.753,6.241,5.476,5.418,5.009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.12122,1.0,7.40591,0.987231,8.18443,0.26279,66.8625,0.987231,73.8912,0.605737,0.0933622,0.957661,0.00883892,0.0458291,0.0796216,0.0995061,0.979167,0.959677,0.907258,0.190428,0.167577,0.190428,0.20681,0.104389,0.102551,0.112837,0.119015,0.249277,0.217937,0.238743,0.308491,0.231681,0.210865,0.232671,0.303804,-9999,-9999
200911,16.921,1.0,252.913,166.876,1.0,306.901,1.0,15.608,1.0,88.898,1.0,0.161,1.0,2.814,1.0,0.3152513194444444,1.0,42.96863194444443,1.0,335.0109245138889,1.0,-9999,-9999,29.25875138888889,1.0,399.8897916666666,1.0,378.919,1.0,19.393,19.673,20.226,21.175,21.219,21.93,23.057,23.192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.755,2.303,4.118,5.588,6.153,5.411,5.36,5.004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.74775,1.0,4.03571,1.0,4.47363,0.129468,37.2056,1.0,41.2428,0.50026,0.179801,0.974306,0.00902585,0.0905186,0.149408,0.243148,0.997222,0.986111,0.880556,0.303637,0.186138,0.303637,0.542689,0.154229,0.0950235,0.154229,0.289139,0.234968,0.198186,0.246989,0.284381,0.0501347,0.0465073,0.0621925,0.0849777,-9999,-9999
200912,9.397,1.0,220.036,138.022,1.0,280.1,1.0,7.496,1.0,88.85,1.0,0.213,1.0,2.926,1.0,0.3169336693548387,1.0,34.184078629032264,1.0,278.2385137768817,1.0,-9999,-9999,24.1371061827957,1.0,358.41875000000005,1.0,383.478,1.0,11.446,11.653,12.755,14.437,14.818,16.166,18.204,18.426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.549,4.49,4.86,5.559,6.093,5.37,5.326,5.006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.76222,1.0,8.63656,1.0,9.38262,0.242291,27.2127,1.0,29.5635,0.501412,0.0836239,0.931452,0.00962285,0.0367255,0.0731245,0.0836239,0.994624,0.928763,0.931452,0.128759,0.0790068,0.128576,0.159381,0.0511611,0.0424819,0.0511611,0.0734028,0.260357,0.182028,0.207269,0.256618,0.171801,0.119184,0.154615,0.17999,-9999,-9999
201001,11.024,1.0,236.319,149.701,1.0,289.668,1.0,9.014,1.0,88.811,1.0,2.72,1.0,2.911,1.0,0.3211706317204302,1.0,45.36819220430108,1.0,302.34917540322573,1.0,-9999,-9999,26.008538978494627,1.0,366.64596774193546,1.0,387.98,1.0,12.289,12.253,12.666,13.382,13.487,14.223,15.572,15.631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.459,5.766,7.895,8.235,8.623,7.663,7.047,5.101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.06231,1.0,11.4021,1.0,13.8427,0.279887,27.666,1.0,33.5878,0.608266,0.187092,0.985887,0.00960253,0.177709,0.184583,0.196797,0.989247,0.985887,0.983871,0.130936,0.118008,0.125636,0.131926,-0.0572326,-0.0615986,-0.0583513,-0.055597,0.336386,0.322159,0.353264,0.389106,0.0565751,0.0451377,0.056621,0.0680756,-9999,-9999
201002,10.223,1.0,291.755,177.35,1.0,287.831,1.0,7.01,1.0,88.708,1.0,1.551,1.0,2.562,1.0,0.27275111607142855,1.0,68.79337648809523,1.0,345.48658794642853,1.0,-9999,-9999,29.18752976190476,1.0,365.86994047619044,1.0,388.707,0.994792,12.197,12.203,12.506,12.966,12.907,13.297,14.114,14.096,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.91,9.814,12.258,12.898,13.162,11.628,11.564,7.174,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.70461,1.0,22.5884,0.994048,27.503,0.342294,35.8326,0.999256,43.6287,0.539921,0.301507,0.96875,0.00964318,0.274635,0.287166,0.344123,0.984375,0.980655,0.968006,0.258837,0.23132,0.248229,0.313364,-0.0381924,-0.0484654,-0.0422703,-0.039353,0.408445,0.416313,0.449668,0.476214,0.0637013,0.0686439,0.0792217,0.092125,-9999,-9999
201003,13.424,1.0,362.473,262.983,1.0,285.218,1.0,11.747,1.0,88.698,1.0,0.492,1.0,3.086,1.0,0.3397424731182796,1.0,115.00001344086022,1.0,503.2788793010753,1.0,-9999,-9999,42.779264112903235,1.0,388.8743951612904,1.0,390.916,0.998656,16.483,16.354,16.16,15.848,15.486,15.328,15.407,15.341,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.748,7.372,10.305,12.501,12.717,11.333,11.269,9.265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.01297,1.0,27.763,0.998656,33.2757,0.352829,65.6209,1.0,78.6508,0.676513,-0.24222,0.973118,0.0118664,-0.273833,-0.254765,-0.182369,0.991263,0.988575,0.94086,0.56293,0.532732,0.555601,0.59182,0.811176,0.755496,0.801022,0.810665,0.480138,0.472347,0.530306,0.570935,0.805951,0.783972,0.789487,0.8128,-9999,-9999
201004,16.878,1.0,425.782,296.508,1.0,305.007,1.0,15.624,1.0,88.491,0.998611,0.423,1.0,2.999,0.998611,0.32068657949172574,0.9986111111111111,135.18390415189126,0.9986111111111111,579.4177585416667,1.0,-9999,-9999,47.67121674054373,0.9986111111111111,416.20786495271864,0.9986111111111111,396.513,1.0,22.478,22.527,22.051,21.359,20.945,20.409,19.799,19.829,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.829,3.714,6.202,9.236,9.895,9.316,9.847,9.235,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.44335,1.0,21.9226,1.0,25.3608,0.28246,92.4391,1.0,106.937,0.651612,-0.0752895,0.967361,0.0140574,-0.115257,-0.0945538,0.0131438,0.983333,0.976389,0.945139,0.942488,0.903547,0.933922,1.12564,1.03704,1.01052,1.02281,1.07019,0.685603,0.690092,0.701194,0.745834,0.871226,0.864038,0.876077,0.88799,-9999,-9999
201005,21.698,1.0,465.803,358.227,1.0,314.82,1.0,24.006,1.0,88.461,0.997312,0.0,1.0,3.117,0.997312,0.34467408357771273,0.9973118279569892,160.15069855816222,0.9973118279569892,692.5605399865592,1.0,-9999,-9999,59.19864833822091,0.9973118279569892,450.11542644183777,0.9973118279569892,390.674,1.0,28.002,27.802,26.818,25.666,25.212,24.415,23.321,23.528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.752,2.389,5.69,7.506,8.092,7.314,7.597,7.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.7248,1.0,21.5863,1.0,25.1665,0.208179,109.48,1.0,127.638,0.683479,-0.446338,0.985215,0.012662,-0.492297,-0.463386,-0.367467,0.997984,0.987231,0.965726,0.797933,0.752,0.783022,0.895739,1.2561,1.21349,1.23774,1.24844,0.7646,0.762713,0.781003,0.836035,1.25091,1.18336,1.23445,1.25603,-9999,-9999
201006,28.305,1.0,480.907,356.135,1.0,357.836,1.0,34.632,1.0,88.145,1.0,0.0,1.0,2.938,1.0,0.3361910416666667,1.0,160.4779888888889,1.0,683.3353310416666,1.0,-9999,-9999,59.63124166666667,1.0,492.2545833333333,1.0,392.967,1.0,35.282,35.148,33.505,31.724,31.166,29.976,28.111,28.218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.763,1.329,3.893,6.536,7.144,6.257,6.293,5.928,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.32526,1.0,15.0014,0.998611,17.9389,0.240813,112.255,0.999306,134.236,0.701238,0.0206494,0.995139,0.00944713,0.00870676,0.0122892,0.0594922,0.996528,0.995833,0.974306,0.516685,0.508485,0.520993,0.528819,0.504257,0.461056,0.497693,0.504126,0.63877,0.635046,0.663011,0.69717,0.599043,0.575738,0.598848,0.627488,-9999,-9999
201007,28.275,1.0,472.601,262.612,1.0,404.76,1.0,23.589,1.0,88.733,1.0,3.646,1.0,2.453,1.0,0.3074235887096774,1.0,143.53255645161292,1.0,520.5639081989249,1.0,-9999,-9999,40.792866263440864,1.0,482.16706989247314,1.0,394.718,0.998656,33.177,33.277,32.895,32.35,32.047,31.51,30.387,30.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.483,5.627,7.458,6.904,6.852,5.962,5.906,5.577,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.460783,1.0,43.1077,0.995968,53.1512,0.756164,72.2045,0.998656,89.0273,0.766185,0.711232,0.933468,0.0269551,0.643052,0.694733,0.740174,0.879032,0.946237,0.984543,1.637,1.63082,1.64429,1.73853,0.965284,0.865727,0.965284,1.09517,1.88985,1.78369,1.87848,2.0095,1.2215,1.26601,1.35758,1.3778,-9999,-9999
201008,27.293,1.0,440.668,236.888,0.788306,394.059,0.785618,19.978,1.0,88.833,0.997312,2.311,1.0,2.297,0.997312,0.2856821277548997,0.9973118279569891,171.97263941566453,0.741263440860215,575.8131359601449,0.7419354838709677,-9999,-9999,41.38216117406722,0.741263440860215,476.00904640764713,0.741263440860215,392.468,1.0,30.86,30.889,30.651,30.459,30.16,29.912,29.45,29.612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.109,6.052,8.933,10.249,10.412,7.96,6.094,5.717,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.24177,1.0,82.6062,0.995296,101.883,0.945902,49.2267,1.0,60.7141,0.732683,-1.32425,0.911962,0.0462928,-1.38621,-1.35698,-1.11272,0.928763,0.960349,0.836694,2.90103,2.8701,2.90024,2.92183,4.2729,3.99636,4.22185,4.26007,3.05293,3.01082,3.10537,3.39941,3.53152,3.51829,3.59326,3.75501,-9999,-9999
201009,26.774,0.996528,386.725,157.42,0.545833,368.631,0.543056,24.69,0.996528,88.792,0.990278,0.593,1.0,2.458,0.995139,0.30646419715447154,0.9951388888888889,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,390.437,0.994444,30.555,30.371,30.108,29.705,29.293,28.955,28.476,28.714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.635,3.444,5.69,6.606,7.085,6.19,5.945,5.503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.60511,1.0,38.9703,0.991667,46.6578,0.453682,61.2974,0.995139,73.3891,0.629173,-0.255594,0.884722,0.0198329,-0.276685,-0.25975,-0.249669,0.816667,0.95625,0.93125,1.1731,1.15803,1.19973,1.24329,1.45395,1.41857,1.45149,1.48243,1.37063,1.17964,1.37063,1.59047,1.36202,1.30753,1.36262,1.48171,-9999,-9999
201010,20.125,1.0,317.617,211.151,1.0,333.568,1.0,15.855,1.0,89.06,1.0,0.991,1.0,2.641,1.0,0.3147422715053763,1.0,85.86748521505378,1.0,415.41084690860214,1.0,-9999,-9999,35.30651680107527,1.0,422.1315188172043,1.0,381.079,1.0,23.615,23.565,24.195,25.006,24.885,25.378,26.066,26.324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.001,5.06,6.598,6.176,6.571,5.731,5.751,5.357,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.35596,1.0,30.4939,1.0,34.9039,0.467086,47.4368,1.0,54.2971,0.534728,-0.29211,0.994624,0.0121378,-0.317545,-0.30398,-0.257227,0.999328,0.995968,0.981183,0.568951,0.558723,0.568775,0.630365,0.87293,0.819895,0.866132,0.881811,0.7234,0.732531,0.765321,0.816401,0.999943,0.997476,1.00998,1.03123,-9999,-9999
201011,13.429,1.0,252.913,180.837,0.995139,281.676,1.0,12.875,1.0,89.067,0.913194,0.0,1.0,2.926,1.0,0.3332216666666667,1.0,47.00870625000001,1.0,373.1058152777777,1.0,-9999,-9999,33.880543055555556,1.0,381.41791666666666,1.0,385.24,1.0,17.457,17.567,18.485,19.804,19.934,20.823,22.141,22.294,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.121,2.668,5.244,6.043,6.462,5.663,5.667,5.305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.71266,1.0,6.67161,0.998611,7.12962,0.121699,41.7082,0.999306,44.5715,0.593346,-0.154734,0.979167,0.00963747,-0.158849,-0.155671,-0.118158,0.988194,0.991667,0.973611,0.124347,0.115558,0.12229,0.159558,0.284014,0.26844,0.272961,0.283988,0.220197,0.232934,0.248983,0.294556,0.319952,0.314284,0.329529,0.357266,-9999,-9999
201012,12.892,1.0,220.036,139.651,1.0,294.298,1.0,10.96,1.0,88.995,0.997312,0.508,0.999328,2.68,0.998656,0.2848242315334269,0.9986559139784946,32.631330791257604,0.9986559139784946,289.1602044440631,0.9993279569892474,-9999,-9999,25.226513119448338,0.9986559139784946,374.65191970546977,0.9986559139784946,386.355,1.0,14.331,14.301,15.007,16.03,16.172,16.995,18.404,18.396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.81,3.609,4.904,5.938,6.374,5.597,5.596,5.254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.24069,1.0,8.445,0.999328,9.83821,0.232602,23.153,1.0,26.9726,0.553694,0.113052,0.991935,0.00698495,0.0854081,0.0960643,0.190962,0.995296,0.995296,0.968414,0.0979569,0.0874951,0.0969953,0.156415,0.00023315,-0.0614939,-0.000608788,0.00194494,0.2109,0.221616,0.252904,0.273004,0.0977748,0.0824091,0.0925879,0.101643,-9999,-9999
201101,10.015,0.998656,236.319,168.506,0.995296,265.099,0.998656,9.256,0.998656,89.075,0.938844,0.09,1.0,2.372,0.986559,0.2325734622499711,0.9865591397849464,49.978467987628626,0.9865591397849464,348.01534270833326,0.7741935483870968,-9999,-9999,30.404187851196664,0.9865591397849464,353.39684775696617,0.9865591397849464,389.063,0.998656,11.54,11.394,11.866,12.647,12.718,13.567,15.148,15.191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.264,5.366,6.532,5.946,6.383,5.587,5.587,5.233,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.12946,1.0,6.3394,0.998656,7.22632,0.120969,39.0134,0.998656,44.4716,0.640567,0.150047,0.971774,0.0084833,0.135462,0.149615,0.225427,0.991263,0.979839,0.863575,8.44775e-07,7.87553e-07,8.35828e-07,0.00104824,-0.155353,-0.232442,-0.150047,-0.13663,0.68889,0.340045,0.611918,0.686622,0.381047,0.011182,0.306432,0.379616,-9999,-9999
201102,10.199,0.950149,291.755,197.455,0.953125,270.221,0.950149,10.529,0.950149,88.998,0.929315,0.209,1.0,3.114,0.929315,0.3353823773209549,0.9144345238095237,72.62461632404951,0.9144345238095237,422.03393969938105,0.9144345238095237,-9999,-9999,38.96832786251105,0.9144345238095237,368.0356045534925,0.9144345238095237,345.525,0.949405,13.813,13.785,13.822,14.1,14.074,14.418,15.155,15.022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.73,3.376,5.994,5.991,6.428,5.612,5.59,5.216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.399928,1.0,7.58086,0.948661,8.57511,0.189167,53.9809,0.949405,61.0606,0.667488,0.342314,0.943452,0.00893664,0.329464,0.338673,0.393519,0.946429,0.94494,0.939732,0.0616879,0.0380943,0.0652787,0.151993,-0.28169,-0.287427,-0.276338,-0.241526,0.746192,0.718109,0.735616,0.745306,0.0,0.0,0.0,0.0,-9999,-9999
201103,16.659,1.0,362.473,275.238,1.0,294.149,1.0,16.316,1.0,88.939,1.0,0.188,1.0,2.968,1.0,0.31989354838709677,1.0,107.8508615591398,1.0,537.7591056451613,1.0,-9999,-9999,49.532157258064515,1.0,410.3815188172043,1.0,392.448,1.0,21.138,20.675,20.02,19.074,18.585,18.122,17.742,17.606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.827,3.519,5.715,6.025,6.494,5.659,5.614,5.206,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.71755,1.0,8.19091,1.0,9.3807,0.189754,80.9884,1.0,92.7526,0.695061,0.380492,0.991935,0.00900818,0.345132,0.369864,0.464144,0.997312,0.992608,0.981183,0.154173,0.128888,0.158842,0.249968,-0.220944,-0.22337,-0.218777,-0.212312,0.800704,0.736918,0.759152,0.794895,0.0144238,0.0,0.0111879,0.0134692,-9999,-9999
